evenement_id,type_evenement,date_evenement,description,rfid,equipe_id,poste_id,alerte_id,date_id,nom,prenom,nom_equipe,titre_poste,event_month,event_year,event_day_of_week,event_hour
895,Maintenance,2025-01-02 16:08:30.013,Événement: Maintenance - Sourire presser etc intérieur.,FEA8BEDC,7,4,,668,Ferreira,Pauline,Équipe Administrative,Administratif,1,2025,Thursday,16
896,Sortie,2024-10-04 16:08:30.013,Événement: Sortie - Joli répandre refuser course et table.,8994344B,3,5,,578,Pasquier,Margot,Équipe Maintenance,Ingénieur,10,2024,Friday,16
897,Formation,2025-01-19 16:08:30.013,Événement: Formation - Depuis dehors animal nous avec.,81823DA9,3,11,,685,Baudry,Arnaude,Équipe Administrative,Opérateur,1,2025,Sunday,16
898,Entrée,2024-04-09 16:08:30.013,Événement: Entrée - Cas quel serrer donner.,2821E530,3,2,,400,Gilles,Maggie,Équipe Logistique,Administratif,4,2024,Tuesday,16
899,Formation,2024-12-09 16:08:30.017,Événement: Formation - Dominer espoir ligne noir pousser train regretter.,90628A19,1,11,,644,Bertin,Capucine,Équipe R&D,Opérateur,12,2024,Monday,16
900,Sortie,2024-08-08 16:08:30.017,Événement: Sortie - Mettre événement moindre liberté rencontrer pénétrer âgé.,A888C7E4,7,11,,521,Pages,Cécile,Équipe Informatique,Manager,8,2024,Thursday,16
901,Sortie,2025-02-10 16:08:30.020,Événement: Sortie - Espérer témoin frapper composer répondre pénétrer obtenir précéder.,EFD44AA7,1,10,56.0,707,Barthelemy,Margaud,Équipe Administrative,Ingénieur,2,2025,Monday,16
902,Pause fin,2024-07-23 16:08:30.020,Événement: Pause fin - Mois prière cher digne soumettre.,1F1D0A31,3,2,,505,Mace,Capucine,Équipe Production,Technicien,7,2024,Tuesday,16
903,Pause début,2024-10-13 16:08:30.020,Événement: Pause début - Tromper établir prêt contenir gauche.,6B7F768A,5,2,,587,Laine,Sabine,Équipe Maintenance,Opérateur,10,2024,Sunday,16
904,Pause début,2024-07-19 16:08:30.020,Événement: Pause début - Croire sol voisin installer confier vraiment ignorer veiller.,4C9A8D70,2,8,,501,Guérin,Alice,Équipe Informatique,Ingénieur,7,2024,Friday,16
905,Maintenance,2024-03-16 16:08:30.020,Événement: Maintenance - Rue heureux esprit parent tant.,F5C7427B,5,12,,376,Samson,Adélaïde,Équipe R&D,Technicien,3,2024,Saturday,16
906,Sortie,2024-09-18 16:08:30.023,Événement: Sortie - Gloire poche ciel accord prétendre.,AABFC64C,2,1,,562,Bouchet,Nicole,Équipe R&D,Opérateur,9,2024,Wednesday,16
907,Visite client,2024-07-12 16:08:30.023,Événement: Visite client - Complet étaler former coeur beaucoup lequel.,74D096F3,2,2,,494,Jacob,Chantal,Équipe Logistique,Opérateur,7,2024,Friday,16
908,Maintenance,2024-11-28 16:08:30.023,Événement: Maintenance - Barbe respecter témoin trait égal.,F0B3B891,6,5,,633,Guillot,Margot,Équipe Logistique,Administratif,11,2024,Thursday,16
909,Maintenance,2024-08-16 16:08:30.023,Événement: Maintenance - Accompagner partie voix mal départ vague.,90628A19,5,7,,529,Bertin,Capucine,Équipe R&D,Opérateur,8,2024,Friday,16
910,Réunion,2024-11-27 16:08:30.023,Événement: Réunion - Quoi repas étranger demain.,DC1DE6D7,3,8,,632,Rousset,André,Équipe R&D,Opérateur,11,2024,Wednesday,16
911,Maintenance,2024-08-31 16:08:30.027,Événement: Maintenance - Distinguer tandis que voie semaine rassurer trésor.,CA540B46,6,3,,544,Marty,Victoire,Équipe R&D,Administratif,8,2024,Saturday,16
912,Formation,2024-08-19 16:08:30.027,Événement: Formation - Tempête intérieur naturellement exiger.,BE5C1140,5,9,,532,Guyot,Élise,Équipe R&D,Ingénieur,8,2024,Monday,16
913,Incident,2024-04-13 16:08:30.027,Événement: Incident - Premier suite rencontre.,CD232CCD,4,7,,404,Salmon,Joséphine,Équipe Informatique,Ingénieur,4,2024,Saturday,16
914,Formation,2024-12-12 16:08:30.027,Événement: Formation - Disparaître armer réussir arrivée.,0396C6AE,2,6,,647,Jean,Alice,Équipe Maintenance,Opérateur,12,2024,Thursday,16
916,Maintenance,2024-09-03 16:08:30.030,Événement: Maintenance - Nul glisser coucher.,8E4205CF,5,2,,547,Hamon,Marine,Équipe Production,Technicien,9,2024,Tuesday,16
917,Maintenance,2024-10-13 16:08:30.033,Événement: Maintenance - Considérer entretenir mien aucun tantôt.,5A934EE9,4,7,,587,Charpentier,Alain,Équipe Maintenance,Technicien,10,2024,Sunday,16
918,Entrée,2024-05-05 16:08:30.033,Événement: Entrée - Autre triste te celui peau droite placer.,B686A816,4,1,,426,Godard,Pierre,Équipe Qualité,Administratif,5,2024,Sunday,16
919,Maintenance,2024-10-30 16:08:30.033,Événement: Maintenance - Monde chasse tâche.,2E6290D7,3,6,52.0,604,Baudry,Benoît,Équipe Qualité,Administratif,10,2024,Wednesday,16
920,Réunion,2025-01-14 16:08:30.033,Événement: Réunion - Y monter général franchir.,8E4205CF,3,1,,680,Hamon,Marine,Équipe Production,Technicien,1,2025,Tuesday,16
921,Pause fin,2024-09-21 16:08:30.037,Événement: Pause fin - Observer inviter avancer soumettre retirer haut.,0396C6AE,2,12,,565,Jean,Alice,Équipe Maintenance,Opérateur,9,2024,Saturday,16
922,Maintenance,2025-02-08 16:08:30.037,Événement: Maintenance - Derrière sec nouveau question recommencer but effet.,8204AE80,2,8,,705,Becker,Audrey,Équipe Logistique,Manager,2,2025,Saturday,16
923,Pause début,2025-02-06 16:08:30.037,Événement: Pause début - Nul espace bon lien as palais gouvernement étage.,C738F9E4,3,7,,703,Lecomte,Claudine,Équipe Production,Opérateur,2,2025,Thursday,16
924,Visite client,2024-07-21 16:08:30.037,Événement: Visite client - Théâtre matière autre courir tout tache mari.,74D096F3,7,8,,503,Jacob,Chantal,Équipe Logistique,Opérateur,7,2024,Sunday,16
925,Sortie,2024-07-03 16:08:30.037,Événement: Sortie - Vision contenir leur.,0396C6AE,1,8,21.0,485,Jean,Alice,Équipe Maintenance,Opérateur,7,2024,Wednesday,16
926,Réunion,2024-10-22 16:08:30.043,Événement: Réunion - Brusquement français arrivée que.,972BF9A6,5,12,,596,Fleury,Agnès,Équipe Logistique,Manager,10,2024,Tuesday,16
927,Maintenance,2025-01-18 16:08:30.043,Événement: Maintenance - Frère cabinet masse fatigue quelqu'un.,1BC472EF,4,12,,684,Perrin,Auguste,Équipe Logistique,Opérateur,1,2025,Saturday,16
928,Pause fin,2024-08-17 16:08:30.047,Événement: Pause fin - Revenir partir annoncer enfermer grâce.,C738F9E4,6,12,,530,Lecomte,Claudine,Équipe Production,Opérateur,8,2024,Saturday,16
929,Visite client,2024-03-28 16:08:30.047,Événement: Visite client - Inquiéter calme calmer paupière vif long.,AF50A989,4,2,,388,Gérard,Noël,Équipe Production,Manager,3,2024,Thursday,16
930,Entrée,2024-12-19 16:08:30.047,Événement: Entrée - Part rayon craindre devant.,1BC472EF,5,6,,654,Perrin,Auguste,Équipe Logistique,Opérateur,12,2024,Thursday,16
931,Entrée,2024-10-26 16:08:30.047,Événement: Entrée - Trois hauteur distinguer jusque servir dur rompre.,EAC774F7,1,11,,600,Guérin,David,Équipe Maintenance,Administratif,10,2024,Saturday,16
932,Pause début,2024-09-08 16:08:30.053,Événement: Pause début - Ignorer rencontre droite propos.,EAC774F7,1,1,,552,Guérin,David,Équipe Maintenance,Administratif,9,2024,Sunday,16
933,Pause fin,2024-07-25 16:08:30.053,Événement: Pause fin - Apprendre chaleur autre affirmer précieux pourquoi.,449D882D,7,7,,507,Guyon,Nathalie,Équipe Informatique,Administratif,7,2024,Thursday,16
934,Formation,2024-07-11 16:08:30.053,Événement: Formation - Former sommeil perdu cerveau.,2821E530,1,2,,493,Gilles,Maggie,Équipe Logistique,Administratif,7,2024,Thursday,16
935,Maintenance,2024-04-21 16:08:30.053,Événement: Maintenance - Ancien changement aujourd'hui oeil.,52DF7543,7,11,135.0,412,Renard,Antoine,Équipe Informatique,Manager,4,2024,Sunday,16
936,Visite client,2024-06-28 16:08:30.053,Événement: Visite client - Politique beau mois achever manier trembler année désert.,291C35FA,7,4,157.0,480,Étienne,Anaïs,Équipe Logistique,Opérateur,6,2024,Friday,16
937,Visite client,2024-09-17 16:08:30.057,Événement: Visite client - Consulter dernier déjà science.,DC1DE6D7,2,6,,561,Rousset,André,Équipe R&D,Opérateur,9,2024,Tuesday,16
938,Pause fin,2024-08-20 16:08:30.057,Événement: Pause fin - Herbe pays sauver sourd eau fidèle abri.,81823DA9,5,10,,533,Baudry,Arnaude,Équipe Administrative,Opérateur,8,2024,Tuesday,16
939,Maintenance,2024-08-02 16:08:30.057,Événement: Maintenance - Face noir couleur forme sur ferme.,D411A229,7,8,,515,Ribeiro,Élise,Équipe Administrative,Manager,8,2024,Friday,16
940,Pause début,2024-09-24 16:08:30.057,Événement: Pause début - Capable égal juste auprès.,EFD44AA7,4,4,,568,Barthelemy,Margaud,Équipe Administrative,Ingénieur,9,2024,Tuesday,16
941,Formation,2024-09-21 16:08:30.057,Événement: Formation - Protéger mauvais lever autrefois.,EFD44AA7,1,10,,565,Barthelemy,Margaud,Équipe Administrative,Ingénieur,9,2024,Saturday,16
942,Formation,2024-10-28 16:08:30.057,Événement: Formation - Vieil valeur part durant.,F0B3B891,7,11,,602,Guillot,Margot,Équipe Logistique,Administratif,10,2024,Monday,16
943,Pause fin,2024-10-13 16:08:30.060,Événement: Pause fin - Manier entourer nord tromper maintenant oser douter.,80306102,7,10,37.0,587,Boucher,Jérôme,Équipe Maintenance,Technicien,10,2024,Sunday,16
944,Sortie,2024-12-30 16:08:30.060,Événement: Sortie - Cela traiter seigneur depuis paquet.,8AD70F05,4,1,,665,Jourdan,Robert,Équipe Production,Ingénieur,12,2024,Monday,16
945,Formation,2024-07-22 16:08:30.060,Événement: Formation - Voici réel professeur nombre.,5A934EE9,3,1,45.0,504,Charpentier,Alain,Équipe Maintenance,Technicien,7,2024,Monday,16
946,Pause fin,2025-01-30 16:08:30.060,Événement: Pause fin - Résistance premier préparer particulier.,0CA0658F,5,7,,696,Sanchez,Catherine,Équipe Qualité,Opérateur,1,2025,Thursday,16
947,Entrée,2024-04-01 16:08:30.060,Événement: Entrée - Noir recommencer saisir point recherche parti discuter chacun.,59281557,3,10,,392,Bailly,Alexandre,Équipe Maintenance,Ingénieur,4,2024,Monday,16
948,Sortie,2025-01-25 16:08:30.063,Événement: Sortie - Rang voix debout abandonner.,82FC5730,2,7,107.0,691,Prévost,Andrée,Équipe Qualité,Manager,1,2025,Saturday,16
949,Incident,2024-09-05 16:08:30.067,Événement: Incident - Simple obtenir appel promener puissant ci aucun.,48D9D907,1,4,200.0,549,Berger,Zacharie,Équipe Administrative,Technicien,9,2024,Thursday,16
950,Incident,2024-10-07 16:08:30.070,Événement: Incident - Ne examiner faire longtemps nous quarante bruit théâtre.,F0B3B891,7,10,,581,Guillot,Margot,Équipe Logistique,Administratif,10,2024,Monday,16
951,Formation,2024-11-13 16:08:30.070,Événement: Formation - Ailleurs du grandir vers.,1F1D0A31,6,12,45.0,618,Mace,Capucine,Équipe Production,Technicien,11,2024,Wednesday,16
952,Entrée,2024-03-08 16:08:30.070,Événement: Entrée - Tenir premier ouvrage place foule.,FF786673,7,12,,368,Laporte,Joseph,Équipe Administrative,Opérateur,3,2024,Friday,16
953,Formation,2024-07-17 16:08:30.073,Événement: Formation - Art dans tendre seconde.,844D4B6E,6,1,,499,Maillot,Margot,Équipe Qualité,Opérateur,7,2024,Wednesday,16
954,Sortie,2024-03-13 16:08:30.073,Événement: Sortie - Surveiller camarade recommencer pas mourir plusieurs depuis.,5ED9978E,6,9,111.0,373,Gaudin,Clémence,Équipe Logistique,Manager,3,2024,Wednesday,16
955,Sortie,2024-07-05 16:08:30.073,Événement: Sortie - Chasse trésor religion si règle achever rejeter.,291C35FA,1,3,,487,Étienne,Anaïs,Équipe Logistique,Opérateur,7,2024,Friday,16
956,Pause fin,2025-02-01 16:08:30.073,Événement: Pause fin - Voyage cher semblable colère salle chaîne.,0CA0658F,4,4,,698,Sanchez,Catherine,Équipe Qualité,Opérateur,2,2025,Saturday,16
957,Sortie,2024-06-04 16:08:30.073,Événement: Sortie - Rapidement différent vraiment soutenir note il demain.,C738F9E4,4,4,52.0,456,Lecomte,Claudine,Équipe Production,Opérateur,6,2024,Tuesday,16
958,Entrée,2024-06-07 16:08:30.077,Événement: Entrée - Lorsque étranger terrain tu peau part animer apprendre.,6A086E06,5,4,,459,Guibert,Marianne,Équipe Production,Administratif,6,2024,Friday,16
959,Formation,2024-04-01 16:08:30.077,Événement: Formation - But tenter tuer.,09601749,3,5,38.0,392,Giraud,Colette,Équipe Administrative,Manager,4,2024,Monday,16
960,Maintenance,2024-11-24 16:08:30.080,Événement: Maintenance - Exister répandre morceau maison cour donc.,EFD44AA7,6,7,,629,Barthelemy,Margaud,Équipe Administrative,Ingénieur,11,2024,Sunday,16
961,Pause début,2024-05-29 16:08:30.080,Événement: Pause début - Mourir membre moindre chanter.,BE5C1140,2,3,,450,Guyot,Élise,Équipe R&D,Ingénieur,5,2024,Wednesday,16
962,Pause début,2024-07-15 16:08:30.080,Événement: Pause début - Lueur moi tracer écraser arrivée.,6B7F768A,3,10,188.0,497,Laine,Sabine,Équipe Maintenance,Opérateur,7,2024,Monday,16
963,Réunion,2024-04-06 16:08:30.080,Événement: Réunion - Écrire savoir plonger or rêve discussion.,28633AB6,4,9,,397,Hamon,Madeleine,Équipe R&D,Manager,4,2024,Saturday,16
964,Réunion,2025-02-02 16:08:30.083,Événement: Réunion - Bon contenter famille éteindre rideau.,8E4205CF,3,12,,699,Hamon,Marine,Équipe Production,Technicien,2,2025,Sunday,16
965,Entrée,2024-06-27 16:08:30.083,Événement: Entrée - Droit heure famille vide apprendre souhaiter.,4DA574D3,4,6,,479,Guibert,Guy,Équipe R&D,Manager,6,2024,Thursday,16
966,Visite client,2024-06-02 16:08:30.083,Événement: Visite client - Prier court nouveau cent divers rayon servir appartenir.,74D096F3,5,1,,454,Jacob,Chantal,Équipe Logistique,Opérateur,6,2024,Sunday,16
967,Pause début,2024-10-25 16:08:30.087,Événement: Pause début - Étranger divers tard en désormais cesse véritable prouver.,82FC5730,2,8,,599,Prévost,Andrée,Équipe Qualité,Manager,10,2024,Friday,16
968,Visite client,2025-02-12 16:08:30.087,Événement: Visite client - Supposer glace erreur nourrir.,5BD8E751,2,1,,709,Jacques,Antoinette,Équipe R&D,Opérateur,2,2025,Wednesday,16
969,Pause début,2024-09-27 16:08:30.087,Événement: Pause début - Fort nom immobile.,A8DCDD73,6,5,,571,Pineau,Xavier,Équipe Production,Administratif,9,2024,Friday,16
970,Pause début,2024-07-20 16:08:30.087,Événement: Pause début - Puissant simple allumer dès animal.,31C45716,7,2,,502,Dupré,Audrey,Équipe Production,Opérateur,7,2024,Saturday,16
971,Incident,2025-01-15 16:08:30.087,Événement: Incident - Paix espèce fortune rejeter espace crise barbe.,90628A19,5,11,,681,Bertin,Capucine,Équipe R&D,Opérateur,1,2025,Wednesday,16
972,Incident,2024-12-14 16:08:30.090,Événement: Incident - Dès travailler cours entraîner race.,BE5C1140,1,9,,649,Guyot,Élise,Équipe R&D,Ingénieur,12,2024,Saturday,16
973,Sortie,2025-02-07 16:08:30.090,Événement: Sortie - Tout jour rassurer pluie.,82FC5730,7,8,,704,Prévost,Andrée,Équipe Qualité,Manager,2,2025,Friday,16
974,Entrée,2025-01-06 16:08:30.090,Événement: Entrée - Intention quinze manquer.,84C5FF7F,1,2,,672,Descamps,Franck,Équipe R&D,Administratif,1,2025,Monday,16
975,Pause début,2024-04-17 16:08:30.090,Événement: Pause début - Entraîner femme promettre erreur discours.,5ED9978E,5,1,,408,Gaudin,Clémence,Équipe Logistique,Manager,4,2024,Wednesday,16
976,Pause début,2024-07-14 16:08:30.090,Événement: Pause début - Désormais pendre retour perte.,FE3798A6,3,11,,496,Roche,Olivier,Équipe Logistique,Technicien,7,2024,Sunday,16
977,Visite client,2024-08-06 16:08:30.093,Événement: Visite client - Cependant auprès public bientôt discussion réunir.,4DA574D3,1,11,102.0,519,Guibert,Guy,Équipe R&D,Manager,8,2024,Tuesday,16
978,Formation,2024-12-27 16:08:30.093,Événement: Formation - Éteindre atteindre feu chasser place.,E5C4CF05,6,12,,662,Carlier,Margaret,Équipe Qualité,Technicien,12,2024,Friday,16
979,Pause fin,2024-05-05 16:08:30.093,Événement: Pause fin - Silence pas échapper arriver faute.,EFD44AA7,7,11,86.0,426,Barthelemy,Margaud,Équipe Administrative,Ingénieur,5,2024,Sunday,16
980,Pause début,2025-01-02 16:08:30.097,Événement: Pause début - Prix plusieurs leur.,EB06CB54,1,3,,668,Peltier,Alix,Équipe Qualité,Manager,1,2025,Thursday,16
981,Pause début,2024-03-21 16:08:30.097,Événement: Pause début - Couche entretenir inconnu après.,9AD3D988,7,5,,381,Carlier,Alix,Équipe R&D,Opérateur,3,2024,Thursday,16
982,Sortie,2024-07-29 16:08:30.097,Événement: Sortie - Et rue mauvais sujet repas premier.,EFD44AA7,4,7,,511,Barthelemy,Margaud,Équipe Administrative,Ingénieur,7,2024,Monday,16
983,Formation,2024-07-09 16:08:30.097,Événement: Formation - Occuper droite été plutôt précéder.,FF786673,2,11,,491,Laporte,Joseph,Équipe Administrative,Opérateur,7,2024,Tuesday,16
984,Sortie,2025-03-01 16:08:30.097,Événement: Sortie - Mariage protéger dame ventre ouvert.,27E1DE9C,6,12,,726,Lefèvre,Sylvie,Équipe Administrative,Administratif,3,2025,Saturday,16
985,Sortie,2024-04-10 16:08:30.100,Événement: Sortie - Tu rendre terrible fond fleur.,BB8D59DA,2,4,,401,Guillon,Jeannine,Équipe Production,Technicien,4,2024,Wednesday,16
986,Incident,2024-03-24 16:08:30.100,Événement: Incident - Ça camarade sommeil soldat jusque poésie traîner.,5A934EE9,3,4,,384,Charpentier,Alain,Équipe Maintenance,Technicien,3,2024,Sunday,16
987,Pause fin,2025-02-14 16:08:30.100,Événement: Pause fin - Sombre rose froid faveur voix.,972BF9A6,3,4,,711,Fleury,Agnès,Équipe Logistique,Manager,2,2025,Friday,16
988,Entrée,2024-06-21 16:08:30.100,Événement: Entrée - Transformer machine hier assister apporter gloire colère.,27E1DE9C,4,11,,473,Lefèvre,Sylvie,Équipe Administrative,Administratif,6,2024,Friday,16
989,Pause fin,2024-06-03 16:08:30.100,Événement: Pause fin - Bord finir jeu expression savoir courage voie quelque.,261B27C2,3,4,,455,Hoarau,Stéphane,Équipe Maintenance,Technicien,6,2024,Monday,16
990,Visite client,2024-07-26 16:08:30.100,Événement: Visite client - Solitude morceau auquel roman article sommeil quoi.,74D096F3,3,5,,508,Jacob,Chantal,Équipe Logistique,Opérateur,7,2024,Friday,16
991,Entrée,2024-12-19 16:08:30.103,Événement: Entrée - Bien plan lutte parti.,B35F27C2,1,2,,654,Berger,Thomas,Équipe Informatique,Opérateur,12,2024,Thursday,16
992,Maintenance,2024-09-19 16:08:30.103,Événement: Maintenance - Recueillir caresser vérité fait race courage.,6B7F768A,5,11,,563,Laine,Sabine,Équipe Maintenance,Opérateur,9,2024,Thursday,16
993,Pause fin,2024-07-01 16:08:30.103,Événement: Pause fin - Général argent personnage amuser autour événement lèvre.,F5C7427B,6,5,,483,Samson,Adélaïde,Équipe R&D,Technicien,7,2024,Monday,16
994,Visite client,2024-09-17 16:08:30.103,Événement: Visite client - Commencement éteindre distance.,82FC5730,5,5,,561,Prévost,Andrée,Équipe Qualité,Manager,9,2024,Tuesday,16
995,Réunion,2025-03-05 16:08:30.103,Événement: Réunion - Attitude dix vague mariage bon époque oreille.,F5C7427B,4,6,44.0,730,Samson,Adélaïde,Équipe R&D,Technicien,3,2025,Wednesday,16
996,Pause début,2024-11-02 16:08:30.107,Événement: Pause début - Avenir maintenant sembler montrer plaindre risquer.,EE96FCB9,7,12,,607,Torres,Anouk,Équipe R&D,Opérateur,11,2024,Saturday,16
